# t Revolution_1 Revolution_2 Revolution_3 Revolution_4 Revolution_5 Revolution_6 Revolution_7 Revolution_8 Revolution_9 Revolution_10 Revolution_11 Revolution_12
20.7596 +0.795984 +0.649140 +0.105337 -0.552293 -0.256516 -0.077915 +0.848989 +0.649140 -0.014663 -0.493119 -0.641290 +0.015212
20.7693 +0.778558 +0.694043 +0.108473 -0.494287 -0.229574 -0.076034 +0.822285 +0.694043 -0.011527 -0.441327 -0.573936 +0.019916
20.7792 +0.739105 +0.739871 +0.111674 -0.435083 -0.202077 -0.074113 +0.769495 +0.739871 -0.008326 -0.388467 -0.505193 +0.024717
20.7893 +0.675970 +0.786680 +0.114943 -0.374614 -0.173992 -0.072152 +0.688658 +0.786680 -0.005057 -0.334477 -0.434979 +0.029620
20.7992 +0.592884 +0.832148 +0.118118 -0.315878 -0.146711 -0.070247 +0.584492 +0.832148 -0.001882 -0.282034 -0.366778 +0.034384
20.8092 +0.486832 +0.878581 +0.121361 -0.255893 -0.118851 -0.068301 +0.453127 +0.878581 +0.001361 -0.228476 -0.297128 +0.039248
20.8192 +0.361958 +0.924639 +0.124578 -0.196394 -0.091216 -0.066371 +0.299629 +0.924639 +0.004578 -0.175352 -0.228041 +0.044073
20.8293 +0.217824 +0.971208 +0.127830 -0.136235 -0.063275 -0.064419 +0.123362 +0.971208 +0.007830 -0.121638 -0.158188 +0.048952
20.8394 +0.056673 +1.018229 +0.131114 -0.075492 -0.035063 -0.062449 -0.073022 +1.018229 +0.011114 -0.067404 -0.087657 +0.053878
20.8492 -0.109495 +1.063258 +0.134259 -0.017322 -0.008045 -0.060562 -0.275046 +1.063258 +0.014259 -0.015466 -0.020113 +0.058595
20.8591 -0.286717 +1.108944 +0.137450 +0.041698 +0.019367 -0.058647 -0.490188 +1.108944 +0.017450 +0.037230 +0.048417 +0.063381
20.8692 -0.474010 +1.155844 +0.140726 +0.094436 +0.042338 -0.057043 -0.717366 +1.155844 +0.020726 +0.082507 +0.105844 +0.067392
20.8792 -0.659722 +1.201993 +0.143949 +0.159741 +0.060797 -0.055754 -0.942578 +1.201993 +0.023949 +0.126707 +0.151993 +0.070615
20.8892 -0.843326 +1.248274 +0.147181 +0.257509 +0.079309 -0.054461 -1.165323 +1.248274 +0.027181 +0.182037 +0.198274 +0.073848
20.8992 -1.019108 +1.294263 +0.150393 +0.394215 +0.097705 -0.053176 -1.378810 +1.294263 +0.030393 +0.250502 +0.244263 +0.077060
20.9092 -0.906648 -1.179076 -0.022348 +0.578018 +0.116246 -0.051881 -0.906648 -1.179076 -0.142348 +0.335196 +0.290616 +0.080297
20.9192 -0.853477 -1.109928 -0.017519 +0.729124 +0.134686 -0.050593 -0.853477 -1.109928 -0.137519 +0.408622 +0.336715 +0.083517
20.9293 -0.799819 -1.040147 -0.012645 +0.875695 +0.153294 -0.049294 -0.799819 -1.040147 -0.132645 +0.480703 +0.383235 +0.086766
20.9392 -0.746726 -0.971100 -0.007823 +1.006300 +0.171707 -0.048008 -0.746726 -0.971100 -0.127823 +0.547109 +0.429267 +0.089981
20.9492 -0.693602 -0.902013 -0.002998 +1.114721 +0.190130 -0.046721 -0.693602 -0.902013 -0.122998 +0.605964 +0.475325 +0.093197
20.9593 -0.639831 -0.832085 +0.001886 +1.194547 +0.208777 -0.045419 -0.639831 -0.832085 -0.118114 +0.655337 +0.521943 +0.096453
20.9692 -0.587097 -0.763506 +0.006676 +1.237464 +0.227065 -0.044141 -0.587097 -0.763506 -0.113324 +0.691701 +0.567663 +0.099646
20.9793 -0.533453 -0.693743 +0.011548 +1.239992 +0.245668 -0.042842 -0.533453 -0.693743 -0.108452 +0.714671 +0.614171 +0.102894
20.9892 -0.480369 -0.624709 +0.016370 +1.197677 +0.264078 -0.041556 -0.480369 -0.624709 -0.103630 +0.722122 +0.660194 +0.106109
20.9991 -0.427584 -0.556064 +0.021164 +1.108664 +0.282383 -0.040278 -0.427584 -0.556064 -0.098836 +0.713530 +0.705958 +0.109305
21.0092 -0.374055 -0.486450 +0.026026 +0.969100 +0.300947 -0.038982 -0.374055 -0.486450 -0.093974 +0.688012 +0.752367 +0.112546
21.0192 -0.320607 -0.416942 +0.030880 +0.780022 +0.319482 -0.037687 -0.320607 -0.416942 -0.089120 +0.645581 +0.798706 +0.115783
21.0292 -0.267207 -0.347496 +0.035730 +0.542611 +0.338001 -0.036394 -0.267207 -0.347496 -0.084270 +0.586653 +0.845002 +0.119016
21.0393 -0.213433 -0.277565 +0.040614 +0.256984 +0.356649 -0.035091 -0.213433 -0.277565 -0.079386 +0.511441 +0.891623 +0.122272
21.0492 -0.160840 -0.209169 +0.045391 -0.064006 +0.374888 -0.033817 -0.160840 -0.209169 -0.074609 +0.423687 +0.937221 +0.125457
21.0592 -0.107459 -0.139749 +0.050240 -0.427163 +0.393400 -0.032524 -0.107459 -0.139749 -0.069760 +0.321883 +0.983501 +0.128689
21.0692 -0.054110 -0.070369 +0.055085 -0.821900 +0.411901 -0.031232 -0.054110 -0.070369 -0.064915 +0.209300 +1.029754 +0.131919
21.0792 -0.000895 -0.001164 +0.059919 -1.240591 +0.430356 -0.029943 -0.000895 -0.001164 -0.060081 +0.088496 +1.075891 +0.135142
21.0892 +0.052459 +0.068222 +0.064765 -1.500000 +0.448859 -0.028651 +0.052459 +0.068222 -0.055235 -0.038579 +1.122148 +0.138372
21.0992 +0.094493 +0.118438 +0.068272 -1.500000 +0.467375 -0.027358 +0.095103 +0.118438 -0.051728 -0.168924 +1.168438 +0.141605
21.1092 +0.145094 +0.164482 +0.071488 -1.500000 +0.485793 -0.026072 +0.148418 +0.164482 -0.048512 -0.298805 +1.214482 +0.144821
21.1192 +0.211648 +0.210807 +0.074723 -1.500000 +0.504323 -0.024777 +0.220496 +0.210807 -0.045277 -0.426673 +1.260807 +0.148056
21.1293 +0.297320 +0.257152 +0.077960 -1.500000 +0.522861 -0.023483 +0.315102 +0.257152 -0.042040 -0.548689 +1.307152 +0.151293
21.1392 +0.395899 +0.303162 +0.081173 -0.999239 -0.464103 -0.092414 +0.424967 +0.303162 -0.038827 -0.892177 -1.160257 -0.021034
21.1492 +0.481362 +0.349097 +0.084381 -0.939899 -0.436542 -0.090489 +0.519385 +0.349097 -0.035619 -0.839196 -1.091355 -0.016222
21.1592 +0.563995 +0.395528 +0.087624 -0.879918 -0.408683 -0.088543 +0.610398 +0.395528 -0.032376 -0.785641 -1.021708 -0.011357
21.1692 +0.638686 +0.441767 +0.090854 -0.820185 -0.380940 -0.086605 +0.692077 +0.441767 -0.029146 -0.732308 -0.952350 -0.006513
21.1793 +0.702450 +0.488160 +0.094094 -0.760252 -0.353104 -0.084661 +0.760857 +0.488160 -0.025906 -0.678797 -0.882759 -0.001653
21.1892 +0.751372 +0.534030 +0.097297 -0.700996 -0.325582 -0.082739 +0.812217 +0.534030 -0.022703 -0.625890 -0.813955 +0.003152
21.1991 +0.783640 +0.579978 +0.100506 -0.641640 -0.298013 -0.080814 +0.843938 +0.579978 -0.019494 -0.572892 -0.745034 +0.007966
21.2093 +0.797056 +0.627021 +0.103792 -0.580867 -0.269787 -0.078842 +0.853290 +0.627021 -0.016208 -0.518631 -0.674468 +0.012894
21.2192 +0.789366 +0.672849 +0.106993 -0.521665 -0.242291 -0.076922 +0.837934 +0.672849 -0.013007 -0.465773 -0.605727 +0.017695
21.2292 +0.760050 +0.718734 +0.110197 -0.462390 -0.214760 -0.074999 +0.797082 +0.718734 -0.009803 -0.412848 -0.536899 +0.022502
21.2394 +0.706863 +0.765882 +0.113490 -0.401482 -0.186471 -0.073023 +0.727923 +0.765882 -0.006510 -0.358466 -0.466177 +0.027442
21.2493 +0.633132 +0.811552 +0.116680 -0.342484 -0.159069 -0.071110 +0.634755 +0.811552 -0.003320 -0.305789 -0.397672 +0.032226
21.2592 +0.537170 +0.857666 +0.119901 -0.282912 -0.131400 -0.069177 +0.515325 +0.857666 -0.000099 -0.252600 -0.328500 +0.037057
21.2692 +0.420925 +0.903743 +0.123119 -0.223389 -0.103754 -0.067246 +0.371995 +0.903743 +0.003119 -0.199454 -0.259386 +0.041884
21.2792 +0.285318 +0.950072 +0.126354 -0.163539 -0.075957 -0.065305 +0.205811 +0.950072 +0.006354 -0.146017 -0.189892 +0.046738
21.2898 +0.124990 +0.998795 +0.129757 -0.100597 -0.046723 -0.063263 +0.010163 +0.998795 +0.009757 -0.089819 -0.116807 +0.051842
21.2992 -0.031243 +1.042390 +0.132802 -0.044280 -0.020566 -0.061436 -0.179955 +1.042390 +0.012802 -0.039535 -0.051415 +0.056409
21.3093 -0.207843 +1.088831 +0.136045 +0.015715 +0.007299 -0.059490 -0.394468 +1.088831 +0.016045 +0.014031 +0.018247 +0.061274
21.3192 -0.389734 +1.134846 +0.139259 +0.073180 +0.033939 -0.057630 -0.615157 +1.134846 +0.019259 +0.065279 +0.084846 +0.065926
21.3293 -0.577112 +1.181444 +0.142514 +0.127165 +0.052578 -0.056328 -0.842394 +1.181444 +0.022514 +0.105834 +0.131444 +0.069180
21.3392 -0.760123 +1.227153 +0.145706 +0.208380 +0.070861 -0.055051 -1.064362 +1.227153 +0.025706 +0.155248 +0.177153 +0.072373
21.3492 -0.939664 +1.273195 +0.148922 +0.326243 +0.089278 -0.053765 -1.282287 +1.273195 +0.028922 +0.217315 +0.223195 +0.075588
21.3592 -1.111523 +1.319565 +0.152160 +0.488734 +0.107826 -0.052469 -1.491202 +1.319565 +0.032160 +0.294752 +0.269565 +0.078827
21.3693 -0.877280 -1.140882 -0.019681 +0.661671 +0.126431 -0.051170 -0.877280 -1.140882 -0.139681 +0.375818 +0.316078 +0.082075
21.3791 -0.824768 -1.072592 -0.014911 +0.808854 +0.144642 -0.049898 -0.824768 -1.072592 -0.134911 +0.447635 +0.361605 +0.085255
21.3891 -0.771386 -1.003170 -0.010063 +0.947944 +0.163155 -0.048605 -0.771386 -1.003170 -0.130063 +0.517052 +0.407887 +0.088487
21.3992 -0.718080 -0.933847 -0.005221 +1.068001 +0.181641 -0.047314 -0.718080 -0.933847 -0.125221 +0.579949 +0.454102 +0.091715
21.4092 -0.664666 -0.864383 -0.000370 +1.161845 +0.200165 -0.046020 -0.664666 -0.864383 -0.120370 +0.633954 +0.500411 +0.094949
21.4193 -0.610780 -0.794305 +0.004525 +1.222872 +0.218852 -0.044715 -0.610780 -0.794305 -0.115475 +0.676966 +0.547130 +0.098212
21.4293 -0.557700 -0.725276 +0.009346 +1.244273 +0.237260 -0.043429 -0.557700 -0.725276 -0.110654 +0.706137 +0.593149 +0.101426
21.4401 -0.500008 -0.650249 +0.014586 +1.218730 +0.257267 -0.042032 -0.500008 -0.650249 -0.105414 +0.721205 +0.643167 +0.104920
21.4492 -0.451255 -0.586846 +0.019014 +1.154491 +0.274174 -0.040851 -0.451255 -0.586846 -0.100986 +0.719398 +0.685436 +0.107872
21.4592 -0.397884 -0.517439 +0.023861 +1.037402 +0.292683 -0.039559 -0.397884 -0.517439 -0.096139 +0.701477 +0.731707 +0.111103
21.4692 -0.344753 -0.448344 +0.028687 +0.871555 +0.311108 -0.038272 -0.344753 -0.448344 -0.091313 +0.666834 +0.777771 +0.114320
21.4792 -0.291587 -0.379203 +0.033516 +0.656895 +0.329546 -0.036984 -0.291587 -0.379203 -0.086484 +0.615566 +0.823865 +0.117540
21.4892 -0.238472 -0.310127 +0.038340 +0.395586 +0.347966 -0.035698 -0.238472 -0.310127 -0.081660 +0.548373 +0.869915 +0.120756
21.4992 -0.185038 -0.240637 +0.043194 +0.088520 +0.366497 -0.034403 -0.185038 -0.240637 -0.076806 +0.465713 +0.916242 +0.123991
21.5092 -0.131877 -0.171503 +0.048022 -0.256725 +0.384933 -0.033116 -0.131877 -0.171503 -0.071978 +0.369924 +0.962332 +0.127210
21.5192 -0.078265 -0.101781 +0.052891 -0.639653 +0.403525 -0.031817 -0.078265 -0.101781 -0.067109 +0.261475 +1.008812 +0.130457
21.5293 -0.024574 -0.031958 +0.057768 -1.051676 +0.422145 -0.030517 -0.024574 -0.031958 -0.062232 +0.143140 +1.055361 +0.133708
21.5392 +0.028468 +0.037022 +0.062586 -1.479570 +0.440539 -0.029232 +0.028468 +0.037022 -0.057414 +0.019127 +1.101348 +0.136920
21.5492 +0.075521 +0.097359 +0.066800 -1.500000 +0.458944 -0.027947 +0.075638 +0.097359 -0.053200 -0.109360 +1.147359 +0.140133
21.5592 +0.120536 +0.143690 +0.070036 -1.500000 +0.477476 -0.026652 +0.122330 +0.143690 -0.049964 -0.240318 +1.193690 +0.143369
21.5692 +0.179407 +0.189874 +0.073261 -1.500000 +0.495950 -0.025362 +0.185372 +0.189874 -0.046739 -0.369437 +1.239874 +0.146594
21.5793 +0.256146 +0.236268 +0.076501 -1.500000 +0.514507 -0.024066 +0.269444 +0.236268 -0.043499 -0.494633 +1.286268 +0.149835
21.5892 +0.352877 +0.282291 +0.079716 -1.500000 +0.532917 -0.022780 +0.377129 +0.282291 -0.040284 -0.611319 +1.332291 +0.153049
21.5992 +0.442829 +0.328268 +0.082927 -0.966807 -0.449039 -0.091361 +0.476831 +0.328268 -0.037073 -0.863220 -1.122598 -0.018404
21.6092 +0.527402 +0.374561 +0.086160 -0.907003 -0.421263 -0.089422 +0.570149 +0.374561 -0.033840 -0.809824 -1.053158 -0.013554
21.6192 +0.605728 +0.420636 +0.089378 -0.847483 -0.393619 -0.087491 +0.656135 +0.420636 -0.030622 -0.756681 -0.984046 -0.008727
21.6292 +0.674665 +0.466778 +0.092600 -0.787874 -0.365933 -0.085557 +0.731047 +0.466778 -0.027400 -0.703459 -0.914832 -0.003893
21.6392 +0.731139 +0.513259 +0.095847 -0.727829 -0.338044 -0.083609 +0.791223 +0.513259 -0.024153 -0.649847 -0.845111 +0.000976
21.6492 +0.771399 +0.559383 +0.099068 -0.668244 -0.310370 -0.081677 +0.832339 +0.559383 -0.020932 -0.596647 -0.775925 +0.005808
21.6599 +0.794298 +0.608627 +0.102507 -0.604630 -0.280824 -0.079613 +0.852565 +0.608627 -0.017493 -0.539848 -0.702060 +0.010967
21.6693 +0.795450 +0.652202 +0.105551 -0.548338 -0.254679 -0.077787 +0.847940 +0.652202 -0.014449 -0.489588 -0.636698 +0.015532
21.6792 +0.776018 +0.698006 +0.108750 -0.489166 -0.227196 -0.075868 +0.818747 +0.698006 -0.011250 -0.436756 -0.567991 +0.020331
21.6892 +0.734210 +0.744222 +0.111977 -0.429464 -0.199467 -0.073931 +0.763128 +0.744222 -0.008023 -0.383450 -0.498668 +0.025172
21.6992 +0.670116 +0.790310 +0.115196 -0.369925 -0.171814 -0.072000 +0.681260 +0.790310 -0.004804 -0.330290 -0.429535 +0.030001
21.7093 +0.582845 +0.836971 +0.118455 -0.309647 -0.143818 -0.070044 +0.571998 +0.836971 -0.001545 -0.276471 -0.359544 +0.034889
21.7192 +0.476420 +0.882707 +0.121649 -0.250564 -0.116376 -0.068128 +0.440289 +0.882707 +0.001649 -0.223718 -0.290940 +0.039680
21.7293 +0.348651 +0.929182 +0.124895 -0.190525 -0.088491 -0.066180 +0.283322 +0.929182 +0.004895 -0.170112 -0.221227 +0.044549
21.7392 +0.204860 +0.975155 +0.128106 -0.131136 -0.060907 -0.064254 +0.107541 +0.975155 +0.008106 -0.117086 -0.152267 +0.049365
21.7492 +0.045273 +1.021411 +0.131337 -0.071381 -0.033153 -0.062315 -0.086895 +1.021411 +0.011337 -0.063733 -0.082883 +0.054211
21.7592 -0.126275 +1.067667 +0.134567 -0.011625 -0.005400 -0.060377 -0.295427 +1.067667 +0.014567 -0.010380 -0.013499 +0.059057
21.7692 -0.305634 +1.113728 +0.137784 +0.047876 +0.022237 -0.058447 -0.513140 +1.113728 +0.017784 +0.042747 +0.055591 +0.063883
21.7793 -0.491571 +1.160207 +0.141030 +0.099452 +0.044083 -0.056921 -0.738663 +1.160207 +0.021030 +0.086291 +0.110207 +0.067697
21.7893 -0.677818 +1.206509 +0.144264 +0.167729 +0.062603 -0.055628 -0.964525 +1.206509 +0.024264 +0.131577 +0.156509 +0.070931
21.7992 -0.858898 +1.252264 +0.147460 +0.267705 +0.080905 -0.054349 -1.184224 +1.252264 +0.027460 +0.187409 +0.202264 +0.074126
21.8091 -1.032507 +1.297873 +0.150645 +0.406820 +0.099149 -0.053075 -1.395097 +1.297873 +0.030645 +0.256515 +0.247873 +0.077312
21.8192 -0.902110 -1.173173 -0.021936 +0.590921 +0.117820 -0.051771 -0.902110 -1.173173 -0.141936 +0.341465 +0.294551 +0.080572
21.8293 -0.848166 -1.103021 -0.017036 +0.744043 +0.136528 -0.050465 -0.848166 -1.103021 -0.137036 +0.415897 +0.341319 +0.083838
21.8392 -0.795207 -1.034149 -0.012226 +0.887729 +0.154894 -0.049182 -0.795207 -1.034149 -0.132226 +0.486707 +0.387234 +0.087045
21.8492 -0.741857 -0.964768 -0.007381 +1.017277 +0.173395 -0.047890 -0.741857 -0.964768 -0.127381 +0.552858 +0.433488 +0.090275
21.8592 -0.688672 -0.895602 -0.002550 +1.123396 +0.191839 -0.046602 -0.688672 -0.895602 -0.122550 +0.610953 +0.479599 +0.093496
21.8692 -0.635348 -0.826256 +0.002293 +1.199636 +0.210332 -0.045310 -0.635348 -0.826256 -0.117707 +0.658920 +0.525830 +0.096725
21.8793 -0.581542 -0.756282 +0.007180 +1.239730 +0.228992 -0.044007 -0.581542 -0.756282 -0.112820 +0.694763 +0.572479 +0.099983
21.8899 -0.524924 -0.682651 +0.012323 +1.236286 +0.248626 -0.042636 -0.524924 -0.682651 -0.107677 +0.716923 +0.621566 +0.103411
21.8992 -0.475632 -0.618549 +0.016800 +1.191631 +0.265720 -0.041442 -0.475632 -0.618549 -0.103200 +0.722013 +0.664301 +0.106396
21.9092 -0.422349 -0.549256 +0.021639 +1.097219 +0.284198 -0.040151 -0.422349 -0.549256 -0.098361 +0.711786 +0.710496 +0.109622
21.9192 -0.368953 -0.479816 +0.026489 +0.953190 +0.302716 -0.038858 -0.368953 -0.479816 -0.093511 +0.684691 +0.756790 +0.112855
21.9292 -0.315937 -0.410869 +0.031304 +0.761170 +0.321102 -0.037574 -0.315937 -0.410869 -0.088696 +0.641079 +0.802754 +0.116065
21.9392 -0.262589 -0.341492 +0.036150 +0.519874 +0.339602 -0.036282 -0.262589 -0.341492 -0.083850 +0.580805 +0.849006 +0.119296
21.9491 -0.209527 -0.272486 +0.040969 +0.234509 +0.358004 -0.034997 -0.209527 -0.272486 -0.079031 +0.505389 +0.895010 +0.122509
21.9592 -0.156016 -0.202895 +0.045830 -0.095360 +0.376561 -0.033700 -0.156016 -0.202895 -0.074170 +0.414987 +0.941403 +0.125749
21.9692 -0.102467 -0.133256 +0.050693 -0.462851 +0.395132 -0.032404 -0.102467 -0.133256 -0.069307 +0.311774 +0.987829 +0.128991
21.9792 -0.049339 -0.064165 +0.055519 -0.858528 +0.413556 -0.031117 -0.049339 -0.064165 -0.064481 +0.198780 +1.033890 +0.132208
21.9893 +0.004513 +0.005869 +0.060410 -1.284243 +0.432232 -0.029812 +0.004513 +0.005869 -0.059590 +0.075843 +1.080579 +0.135469
21.9992 +0.057363 +0.074599 +0.065210 -1.500000 +0.450560 -0.028532 +0.057363 +0.074599 -0.054790 -0.050461 +1.126399 +0.138669
22.0092 +0.098639 +0.122719 +0.068571 -1.500000 +0.469088 -0.027238 +0.099402 +0.122719 -0.051429 -0.181036 +1.172719 +0.141904
22.0192 +0.150524 +0.168756 +0.071786 -1.500000 +0.487502 -0.025952 +0.154231 +0.168756 -0.048214 -0.310768 +1.218756 +0.145119
22.0293 +0.218846 +0.215169 +0.075028 -1.500000 +0.506067 -0.024656 +0.228381 +0.215169 -0.044972 -0.438455 +1.265169 +0.148361
22.0393 +0.306714 +0.261624 +0.078272 -1.500000 +0.524650 -0.023358 +0.325560 +0.261624 -0.041728 -0.560038 +1.311624 +0.151606
22.0492 +0.403391 +0.307164 +0.081453 -0.994069 -0.461701 -0.092246 +0.433248 +0.307164 -0.038547 -0.887561 -1.154253 -0.020615
22.0592 +0.489817 +0.353716 +0.084704 -0.933932 -0.433771 -0.090295 +0.528715 +0.353716 -0.035296 -0.833868 -1.084426 -0.015738
22.0692 +0.571459 +0.399911 +0.087930 -0.874255 -0.406053 -0.088359 +0.618593 +0.399911 -0.032070 -0.780585 -1.015133 -0.010898
22.0792 +0.645167 +0.446099 +0.091156 -0.814588 -0.378341 -0.086424 +0.699120 +0.446099 -0.028844 -0.727311 -0.945851 -0.006059
22.0892 +0.707246 +0.492102 +0.094369 -0.755160 -0.350739 -0.084496 +0.765968 +0.492102 -0.025631 -0.674250 -0.876847 -0.001240
22.0991 +0.754865 +0.538011 +0.097575 -0.695853 -0.323193 -0.082572 +0.815787 +0.538011 -0.022425 -0.621298 -0.807983 +0.003569
22.1092 +0.785810 +0.584470 +0.100820 -0.635836 -0.295318 -0.080625 +0.845879 +0.584470 -0.019180 -0.567711 -0.738295 +0.008437
22.1192 +0.797214 +0.630704 +0.104049 -0.576109 -0.267578 -0.078688 +0.852970 +0.630704 -0.015951 -0.514383 -0.668944 +0.013280
22.1292 +0.787631 +0.676964 +0.107280 -0.516349 -0.239821 -0.076749 +0.835324 +0.676964 -0.012720 -0.461026 -0.599553 +0.018126
22.1392 +0.756007 +0.723211 +0.110510 -0.456606 -0.212074 -0.074811 +0.791703 +0.723211 -0.009490 -0.407684 -0.530184 +0.022971
22.1492 +0.701908 +0.769434 +0.113738 -0.396894 -0.184340 -0.072875 +0.721596 +0.769434 -0.006262 -0.354369 -0.460849 +0.027814
22.1592 +0.625569 +0.815595 +0.116962 -0.337261 -0.156643 -0.070940 +0.625287 +0.815595 -0.003038 -0.301126 -0.391607 +0.032650
22.1692 +0.527639 +0.861762 +0.120187 -0.277621 -0.128943 -0.069006 +0.503529 +0.861762 +0.000187 -0.247876 -0.322357 +0.037486
22.1792 +0.409416 +0.907928 +0.123411 -0.217982 -0.101243 -0.067071 +0.357856 +0.907928 +0.003411 -0.194627 -0.253108 +0.042323
22.1892 +0.272565 +0.954147 +0.126639 -0.158275 -0.073512 -0.065134 +0.190222 +0.954147 +0.006639 -0.141317 -0.183780 +0.047165
22.1992 +0.119373 +1.000418 +0.129870 -0.098500 -0.045749 -0.063195 +0.003320 +1.000418 +0.009870 -0.087947 -0.114373 +0.052012
22.2093 -0.047455 +1.046758 +0.133107 -0.038637 -0.017945 -0.061253 -0.199662 +1.046758 +0.013107 -0.034497 -0.044863 +0.056867
22.2193 -0.224074 +1.092995 +0.136336 +0.021094 +0.009797 -0.059316 -0.414169 +1.092995 +0.016336 +0.018834 +0.024493 +0.061711
22.2292 -0.406326 +1.138990 +0.139549 +0.077018 +0.035596 -0.057514 -0.635282 +1.138990 +0.019549 +0.068558 +0.088990 +0.066215
22.2392 -0.591690 +1.185065 +0.142766 +0.132473 +0.054026 -0.056227 -0.860073 +1.185065 +0.022766 +0.109364 +0.135065 +0.069433
22.2492 -0.776502 +1.231287 +0.145995 +0.217375 +0.072515 -0.054935 -1.084233 +1.231287 +0.025995 +0.160280 +0.181287 +0.072661
22.2592 -0.956521 +1.277621 +0.149231 +0.339748 +0.091048 -0.053641 -1.302762 +1.277621 +0.029231 +0.224023 +0.227621 +0.075897
22.2693 -1.127239 +1.323971 +0.152468 +0.506704 +0.109588 -0.052346 -1.510329 +1.323971 +0.032468 +0.302972 +0.273971 +0.079134
22.2802 -0.867348 -1.127966 -0.018779 +0.689908 +0.129876 -0.050929 -0.867348 -1.127966 -0.138779 +0.389537 +0.324689 +0.082677
22.2893 -0.818992 -1.065080 -0.014387 +0.824567 +0.146645 -0.049758 -0.818992 -1.065080 -0.134387 +0.455372 +0.366613 +0.085605
22.2992 -0.766242 -0.996481 -0.009595 +0.960475 +0.164938 -0.048480 -0.766242 -0.996481 -0.129595 +0.523443 +0.412346 +0.088799
22.3093 -0.712367 -0.926418 -0.004702 +1.079428 +0.183622 -0.047176 -0.712367 -0.926418 -0.124702 +0.586199 +0.459055 +0.092061
22.3193 -0.658980 -0.856989 +0.000147 +1.169989 +0.202136 -0.045883 -0.658980 -0.856989 -0.119853 +0.639074 +0.505341 +0.095294
22.3292 -0.606379 -0.788583 +0.004924 +1.226176 +0.220378 -0.044609 -0.606379 -0.788583 -0.115076 +0.679906 +0.550945 +0.098479
22.3392 -0.552931 -0.719075 +0.009779 +1.244152 +0.238913 -0.043314 -0.552931 -0.719075 -0.110221 +0.708061 +0.597284 +0.101715
22.3492 -0.499779 -0.649951 +0.014607 +1.218521 +0.257346 -0.042027 -0.499779 -0.649951 -0.105393 +0.721229 +0.643366 +0.104933
22.3592 -0.446520 -0.580689 +0.019444 +1.146099 +0.275816 -0.040737 -0.446520 -0.580689 -0.100556 +0.718488 +0.689540 +0.108158
22.3692 -0.393040 -0.511140 +0.024301 +1.024321 +0.294363 -0.039441 -0.393040 -0.511140 -0.095699 +0.699014 +0.735907 +0.111397
22.3792 -0.339864 -0.441986 +0.029131 +0.853831 +0.312804 -0.038153 -0.339864 -0.441986 -0.090869 +0.662807 +0.782010 +0.114617
22.3892 -0.286811 -0.372991 +0.033950 +0.635277 +0.331202 -0.036868 -0.286811 -0.372991 -0.086050 +0.610164 +0.828006 +0.117829
22.3992 -0.233349 -0.303465 +0.038806 +0.368007 +0.349743 -0.035574 -0.233349 -0.303465 -0.081194 +0.541082 +0.874357 +0.121066
22.4093 -0.179445 -0.233364 +0.043702 +0.053978 +0.368436 -0.034268 -0.179445 -0.233364 -0.076298 +0.456242 +0.921091 +0.124330
22.4192 -0.127003 -0.165164 +0.048465 -0.290185 +0.386623 -0.032998 -0.127003 -0.165164 -0.071535 +0.360526 +0.966557 +0.127506
22.4291 -0.073909 -0.096117 +0.053287 -0.672108 +0.405035 -0.031712 -0.073909 -0.096117 -0.066713 +0.252206 +1.012589 +0.130720
22.4392 -0.020236 -0.026316 +0.058162 -1.085995 +0.423649 -0.030412 -0.020236 -0.026316 -0.061838 +0.133228 +1.059122 +0.133970
22.4493 +0.033776 +0.043925 +0.063068 -1.500000 +0.442380 -0.029104 +0.033776 +0.043925 -0.056932 +0.006427 +1.105950 +0.137241
22.4592 +0.079054 +0.101485 +0.067088 -1.500000 +0.460594 -0.027832 +0.079236 +0.101485 -0.052912 -0.121001 +1.151485 +0.140421
22.4692 +0.125186 +0.147827 +0.070324 -1.500000 +0.479131 -0.026537 +0.127242 +0.147827 -0.049676 -0.251986 +1.197827 +0.143658
22.4792 +0.185529 +0.194041 +0.073552 -1.500000 +0.497616 -0.025246 +0.192015 +0.194041 -0.046448 -0.380914 +1.244041 +0.146885
22.4897 +0.268204 +0.242617 +0.076945 -1.500000 +0.517047 -0.023889 +0.282783 +0.242617 -0.043055 -0.511244 +1.292617 +0.150278
22.4992 +0.362435 +0.286328 +0.079997 -1.500000 +0.534531 -0.022668 +0.387839 +0.286328 -0.040003 -0.621097 +1.336328 +0.153331
22.5092 +0.450713 +0.332506 +0.083223 -0.961332 -0.446497 -0.091184 +0.485541 +0.332506 -0.036777 -0.858332 -1.116242 -0.017960
22.5192 +0.534616 +0.378634 +0.086444 -0.901742 -0.418820 -0.089251 +0.578092 +0.378634 -0.033556 -0.805127 -1.047049 -0.013127
22.5292 +0.612855 +0.425092 +0.089689 -0.841726 -0.390945 -0.087304 +0.663924 +0.425092 -0.030311 -0.751541 -0.977363 -0.008260
22.5393 +0.681044 +0.471496 +0.092930 -0.781779 -0.363102 -0.085360 +0.737917 +0.471496 -0.027070 -0.698017 -0.907755 -0.003399
22.5491 +0.735029 +0.517002 +0.096108 -0.722993 -0.335799 -0.083453 +0.795293 +0.517002 -0.023892 -0.645529 -0.839496 +0.001369
